1.24921 1.28477 1.31774 1.30419 1.30234 1.26746 1.23722 1.28809 1.27089 
1.25391 1.25609 1.27523 1.24011 1.29392 1.27102 1.26205 1.24361 1.28379 
1.26098 1.25135 1.27727 1.28867 1.26489 1.24371 1.24512 1.34016 1.29087 
1.27201 1.32483 1.32221 1.33726 1.30854 1.25353 1.31617 1.29873 1.28223 
1.26567 1.25044 1.23558 1.33258 1.30569 1.2876 1.26732 1.33246 1.32102 
1.31258 1.27747 1.24617 1.24225 1.25236 1.32947 1.29894 1.29415 1.28776 
1.25318 1.30464 1.27229 1.27202 1.23672 1.2603 1.31502 1.31667 1.27232 
1.2394 1.25621 1.32678 1.33478 1.30596 1.30079 1.28775 1.26911 1.31823 
1.3114 1.29522 1.28288 1.25025 1.24531 1.33598 1.32678 1.30274 1.27358 
1.28973 1.2808 1.26541 1.24405 1.30645 1.29936 1.257 1.2632 1.2418 
1.26047 1.3314 1.31644 1.32007 1.24067 1.28071 1.26738 1.24851 1.2765 
1.25698 1.23733 1.30214 1.28361 1.26489 1.24648 1.28786 1.27187 1.255 
1.23611 1.30273 1.28864 1.27186 1.2555 1.239 1.27124 1.25431 1.23884 
1.31638 1.30213 1.28719 1.23804 1.19659 1.18092 1.23186 1.21503 1.19843 
1.16081 1.16102 1.13927 1.21623 1.18099 1.14424 1.14426 1.12435 1.20007 
1.18146 1.16376 1.13319 1.12223 1.16085 1.12698 1.163 1.14462 1.1284 
1.2191 1.20316 1.22221 1.16789 1.13103 1.18694 1.18531 1.16447 1.14889 
1.13216 1.2268 1.20643 1.19015 1.17454 1.17199 1.15158 1.11938 1.22759 
1.20855 1.19504 1.15865 1.15573 1.13606 1.22954 1.21187 1.21215 1.17725 
1.1931 1.13799 1.12287 1.22868 1.1768 1.15883 1.14176 1.15276 1.22008 
1.18052 1.16433 1.11999 1.19936 1.21494 1.1617 1.13173 1.22783 1.23315 
1.19449 1.2175 1.20056 1.15642 1.14587 1.12349 1.20996 1.19147 1.1809 
1.1656 1.13837 1.2249 1.21821 1.17575 1.20294 1.15161 1.13701 1.20157 
1.17436 1.14632 1.12351 1.13108 1.18507 1.16561 1.13166 1.20522 1.17016 
1.23225 1.22312 1.21053 1.1881 1.16863 1.17968 1.12735 1.2167 1.19795 
1.16036 1.14069 1.16166 1.2114 1.17248 1.15128 1.14772 1.12983 1.22564 
1.20669 1.18631 1.15268 1.19288 1.13038 1.22965 1.22509 1.1919 1.17286 
1.14002 1.1424 1.20665 1.18558 1.22876 1.20868 1.18743 1.21718 1.19822 
1.17798 1.15903 1.13961 1.12143 1.2284 1.21134 1.19336 1.15966 1.15927 
1.13863 1.11989 1.21958 1.19766 1.17725 1.15435 1.13858 1.22138 1.20383 
1.18133 1.16974 1.13379 1.20501 1.18795 1.16899 1.15174 1.13313 1.22337 
1.18832 1.15076 1.12939 1.17739 1.15007 1.13036 1.1952 1.17719 1.15775 
1.13751 1.12475 1.22621 1.20749 1.18838 1.16772 1.14626 1.21886 1.19866 
1.1775 1.15622 1.13522 1.1676 1.14594 1.12451 1.01329 1.11751 1.09323 
1.06906 1.01474 1.10238 1.07996 1.05835 1.04575 1.03761 1.00288 1.1102 
1.0968 1.08861 1.06646 1.03554 1.02432 1.10822 1.075 1.05413 1.03084 
1.00482 1.06588 1.05478 1.04371 1.02109 1.10504 1.088 1.07862 1.08981 
1.06796 1.03369 1.01186 1.04888 1.0256 1.00335 1.08146 1.03932 1.09384 
1.0193 1.00019 1.05998 1.01673 1.09264 1.10852 1.07246 1.05242 1.01093 
1.11634 1.1117 1.06989 1.03203 1.00294 1.09936 1.06057 1.04635 1.03942 
1.05152 1.02423 1.10298 1.08003 1.07745 1.03103 1.10561 1.08596 1.02522 
1.04762 1.01046 1.06633 1.00105 1.09737 1.07575 1.05412 1.03039 1.1119 
1.07672 1.05879 1.03856 1.01684 1.09195 1.08106 1.06072 1.03936 1.02333 
1.01754 1.11617 1.09913 1.06126 1.04343 1.01344 1.00363 1.09783 1.11109 
1.05048 1.07742 1.03729 1.03278 1.11586 1.07348 1.0557 1.02267 1.09331 
1.0957 1.00908 1.11055 1.07315 1.0526 1.01559 1.10726 1.08941 1.06834 
1.03592 1.03361 1.1189 1.08517 1.09415 1.05131 1.02968 1.01245 1.10788 
1.07491 1.07274 1.04009 1.01798 1.09723 1.05207 1.06212 1.0278 1.10765 
1.08571 1.06512 1.04411 1.02277 1.00564 1.00842 1.11888 1.10411 1.06649 
1.02549 1.10254 1.08381 1.06412 1.0433 1.00717 1.08299 1.06187 1.04517 
1.02449 1.00394 1.11673 1.10054 1.07953 1.05601 1.04018 1.01818 1.11457 
1.09627 1.07679 1.03309 1.03965 1.02097 1.00799 1.09473 1.07543 1.05954 
1.02113 1.00188 1.11311 1.09282 1.05425 1.04786 1.11103 1.06994 1.05346 
1.0278 1.01185 1.11012 1.09218 1.07237 1.05266 1.03292 1.11701 1.08938 
1.07315 1.04982 1.03155 1.00962 1.09501 1.08423 1.04715 1.00744 1.02776 
1.11419 1.10405 1.06856 1.06535 1.02905 1.10478 1.09087 1.06695 1.04813 
1.02696 1.00699 1.08559 1.04576 1.00742 1.01347 0.952433 0.990163 0.931606 
0.913938 0.892512 0.968985 0.981132 0.948476 0.935146 0.914532 0.895943 0.992632 
0.958127 0.946101 0.915741 0.904523 0.888188 0.982385 0.969431 0.960042 0.92501 
0.914243 0.894645 0.882854 0.997096 0.973601 0.952152 0.937209 0.911644 0.966899 
0.943894 0.932092 0.900425 0.881217 0.990105 0.981836 0.958888 0.921947 0.900112 
0.961185 0.920098 0.995571 0.980017 0.946435 0.930783 0.949913 0.89887 0.990355 
0.959967 0.969724 0.929067 0.921449 0.892036 0.981375 0.94015 0.952002 0.911583 
0.901614 0.882681 0.976581 0.994505 0.969131 0.936914 0.929882 0.903961 0.887873 
0.973459 0.960636 0.915161 0.897909 0.987734 0.993782 0.971354 0.933977 0.91178 
0.891534 0.998622 0.978626 0.956985 0.941405 0.918745 0.896798 0.983766 0.962809 
0.925641 0.905061 0.885546 0.884849 0.993435 0.965978 0.944708 0.92537 0.90219 
0.97329 0.978897 0.987763 0.951508 0.915957 0.881065 0.881631 0.956761 0.935953 
0.920198 0.941058 0.898429 0.957329 0.883454 0.994107 0.972805 0.952398 0.940154 
0.920557 0.901451 0.884849 0.991391 0.973495 0.957226 0.929042 0.889413 0.906893 
0.999206 0.977737 0.936003 0.940979 0.913984 0.918248 0.999416 0.984455 0.962532 
0.946313 0.924775 0.903548 0.897923 0.988223 0.967324 0.930387 0.909856 0.8882 
0.883404 0.950224 0.985724 0.932788 0.912676 0.891902 0.98842 0.953449 0.946406 
0.924595 0.901989 0.979474 0.967981 0.956087 0.892883 0.881281 0.993931 0.971337 
0.949838 0.934281 0.88932 0.985861 0.965382 0.928896 0.909057 0.913708 0.980845 
0.958308 0.946173 0.889921 0.912772 0.929463 0.909423 0.997685 0.976139 0.937925 
0.986893 0.961283 0.938293 0.989974 0.975606 0.955197 0.933007 0.918455 0.899695 
0.995667 0.969236 0.948677 0.912217 0.911187 0.887775 0.968525 0.950141 0.930002 
0.927504 0.892838 0.986837 0.988322 0.968554 0.949366 0.912731 0.901633 0.987375 
0.968346 0.933272 0.926154 0.900119 0.890555 0.94916 0.769458 0.824782 0.869986 
0.855152 0.838955 0.820804 0.78749 0.875509 0.857176 0.828639 0.806868 0.803533 
0.784324 0.867292 0.847176 0.810351 0.790274 0.771781 0.853976 0.832736 0.874745 
0.86054 0.838199 0.843047 0.818076 0.766105 0.87959 0.857243 0.820037 0.802933 
0.784102 0.873306 0.854319 0.836412 0.798387 0.793269 0.877026 0.83299 0.813423 
0.809475 0.776669 0.772758 0.862931 0.844077 0.826949 0.79188 0.779842 0.864417 
0.844966 0.824486 0.804097 0.787886 0.773089 0.878089 0.858685 0.842939 0.842246 
0.823438 0.768719 0.805191 0.853109 0.855633 0.81638 0.794338 0.772829 0.873369 
0.836419 0.836322 0.808446 0.804592 0.783892 0.775486 0.863918 0.828469 0.816303 
0.796343 0.765069 0.848909 0.847195 0.821476 0.80159 0.78051 0.787913 0.769294 
0.842247 0.809406 0.789406 0.793341 0.829463 0.866988 0.863178 0.828195 0.774905 
0.863591 0.845809 0.787106 0.799972 0.863879 0.824044 0.766511 0.829327 0.772356 
0.778789 0.86343 0.866349 0.81086 0.823462 0.791866 0.764531 0.859536 0.841204 
0.845091 0.815041 0.80222 0.783487 0.878412 0.826315 0.812016 0.829574 0.794187 
0.7753 0.784166 0.866192 0.850382 0.847339 0.803124 0.764578 0.872569 0.836976 
0.870201 0.860627 0.849353 0.815455 0.794908 0.775441 0.765208 0.873562 0.829063 
0.819371 0.807518 0.782729 0.87228 0.854111 0.840352 0.835084 0.816357 0.799354 
0.782794 0.770136 0.776046 0.804755 0.869321 0.850308 0.829688 0.797102 0.830473 
0.81471 0.783535 0.764862 0.849699 0.868175 0.795434 0.846422 0.808882 0.880128 
0.865546 0.845522 0.873431 0.852785 0.832148 0.810072 0.878315 0.858014 0.839034 
0.821136 0.803215 0.785087 0.865885 0.843459 0.821813 0.80553 0.771824 0.878545 
0.857138 0.825179 0.790387 0.78348 0.756299 0.702477 0.736362 0.748787 0.742374 
0.718126 0.741329 0.731409 0.71025 0.709804 0.688769 0.756168 0.756754 0.7598 
0.723366 0.70567 0.729543 0.725761 0.75244 0.749002 0.693487 0.73559 0.736046 
0.753656 0.719166 0.689632 0.676288 0.675991 0.746948 0.702927 0.707688 0.691471 
0.691775 0.66106 0.756334 0.738509 0.705437 0.69825 0.679228 0.662524 0.733704 
0.721583 0.710075 0.726914 0.676187 0.663265 0.757041 0.752682 0.726089 0.713407 
0.695257 0.68098 0.666247 0.74422 0.737768 0.764171 0.686211 0.71759 0.747016 
0.720657 0.700595 0.75917 0.740332 0.728712 0.694754 0.684134 0.733469 0.725957 
0.7112 0.703067 0.687302 0.676148 0.751941 0.736753 0.70489 0.716763 0.688497 
0.673206 0.745777 0.745293 0.715249 0.691681 0.662133 0.726234 0.674858 0.708524 
0.693469 0.677995 0.661879 0.659888 0.755977 0.741135 0.745241 0.760673 0.727152 
0.762225 0.733797 0.730467 0.715929 0.689725 0.748563 0.751266 0.712842 0.718536 
